term,1970-1,1970-2,1970-3,1970-4,1970-5,1970-6,1970-7,1970-8,1970-9,1970-10,1970-11,1970-12,1971-1,1971-2,1971-3,1971-4,1971-5,1971-6,1971-7,1971-8,1971-9,1971-10,1971-11,1971-12,1972-1,1972-2,1972-3,1972-4,1972-5,1972-6,1972-7,1972-8,1972-9,1972-10,1972-11,1972-12,1973-1,1973-2,1973-3,1973-4,1973-5,1973-6,1973-7,1973-8,1973-9,1973-10,1973-11,1973-12,1974-1,1974-2,1974-3,1974-4,1974-5,1974-6,1974-7,1974-8,1974-9,1974-10,1974-11,1974-12,1975-1,1975-2,1975-3,1975-4,1975-5,1975-6,1975-7,1975-8,1975-9,1975-10,1975-11,1975-12,1976-1,1976-2,1976-3,1976-4,1976-5,1976-6,1976-7,1976-8,1976-9,1976-10,1976-11,1976-12,1977-1,1977-2,1977-3,1977-4,1977-5,1977-6,1977-7,1977-8,1977-9,1977-10,1977-11,1977-12,1978-1,1978-2,1978-3,1978-4,1978-5,1978-6,1978-7,1978-8,1978-9,1978-10,1978-11,1978-12,1979-1,1979-2,1979-3,1979-4,1979-5,1979-6,1979-7,1979-8,1979-9,1979-10,1979-11,1979-12,1980-1,1980-2,1980-3,1980-4,1980-5,1980-6,1980-7,1980-8,1980-9,1980-10,1980-11,1980-12,1981-1,1981-2,1981-3,1981-4,1981-5,1981-6,1981-7,1981-8,1981-9,1981-10,1981-11,1981-12,1982-1,1982-2,1982-3,1982-4,1982-5,1982-6,1982-7,1982-8,1982-9,1982-10,1982-11,1982-12,1983-1,1983-2,1983-3,1983-4,1983-5,1983-6,1983-7,1983-8,1983-9,1983-10,1983-11,1983-12,1984-1,1984-2,1984-3,1984-4,1984-5,1984-6,1984-7,1984-8,1984-9,1984-10,1984-11,1984-12,1985-1,1985-2,1985-3,1985-4,1985-5,1985-6,1985-7,1985-8,1985-9,1985-10,1985-11,1985-12,1986-1,1986-2,1986-3,1986-4,1986-5,1986-6,1986-7,1986-8,1986-9,1986-10,1986-11,1986-12,1987-1,1987-2,1987-3,1987-4,1987-5,1987-6,1987-7,1987-8,1987-9,1987-10,1987-11,1987-12,1988-1,1988-2,1988-3,1988-4,1988-5,1988-6,1988-7,1988-8,1988-9,1988-10,1988-11,1988-12,1989-1,1989-2,1989-3,1989-4,1989-5,1989-6,1989-7,1989-8,1989-9,1989-10,1989-11,1989-12,1990-1,1990-2,1990-3,1990-4,1990-5,1990-6,1990-7,1990-8,1990-9,1990-10,1990-11,1990-12,1991-1,1991-2,1991-3,1991-4,1991-5,1991-6,1991-7,1991-8,1991-9,1991-10,1991-11,1991-12,1992-1,1992-2,1992-3,1992-4,1992-5,1992-6,1992-7,1992-8,1992-9,1992-10,1992-11,1992-12,1993-1,1993-2,1993-3,1993-4,1993-5,1993-6,1993-7,1993-8,1993-9,1993-10,1993-11,1993-12,1994-1,1994-2,1994-3,1994-4,1994-5,1994-6,1994-7,1994-8,1994-9,1994-10,1994-11,1994-12,1995-1,1995-2,1995-3,1995-4,1995-5,1995-6,1995-7,1995-8,1995-9,1995-10,1995-11,1995-12,1996-1,1996-2,1996-3,1996-4,1996-5,1996-6,1996-7,1996-8,1996-9,1996-10,1996-11,1996-12,1997-1,1997-2,1997-3,1997-4,1997-5,1997-6,1997-7,1997-8,1997-9,1997-10,1997-11,1997-12,1998-1,1998-2,1998-3,1998-4,1998-5,1998-6,1998-7,1998-8,1998-9,1998-10,1998-11,1998-12,1999-1,1999-2,1999-3,1999-4,1999-5,1999-6,1999-7,1999-8,1999-9,1999-10,1999-11,1999-12,2000-1,2000-2,2000-3,2000-4,2000-5,2000-6,2000-7,2000-8,2000-9,2000-10,2000-11,2000-12,2001-1,2001-2,2001-3,2001-4,2001-5,2001-6,2001-7,2001-8,2001-9,2001-10,2001-11,2001-12,2002-1,2002-2,2002-3,2002-4,2002-5,2002-6,2002-7,2002-8,2002-9,2002-10,2002-11,2002-12,2003-1,2003-2,2003-3,2003-4,2003-5,2003-6,2003-7,2003-8,2003-9,2003-10,2003-11,2003-12,2004-1,2004-2,2004-3,2004-4,2004-5,2004-6,2004-7,2004-8,2004-9,2004-10,2004-11,2004-12,2005-1,2005-2,2005-3,2005-4,2005-5,2005-6,2005-7,2005-8,2005-9,2005-10,2005-11,2005-12,2006-1,2006-2,2006-3,2006-4,2006-5,2006-6,2006-7,2006-8,2006-9,2006-10,2006-11,2006-12,2007-1,2007-2,2007-3,2007-4,2007-5,2007-6,2007-7,2007-8,2007-9,2007-10,2007-11,2007-12,2008-1,2008-2,2008-3,2008-4,2008-5,2008-6,2008-7,2008-8,2008-9,2008-10,2008-11,2008-12,2009-1,2009-2,2009-3,2009-4,2009-5,2009-6,2009-7,2009-8,2009-9,2009-10,2009-11,2009-12
's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
about,2.49378056451,2.25803837612,2.35226129519,2.2569224457,2.45499484513,2.34477578249,2.58727854804,2.30276652982,2.26620029708,2.53879686603,2.44827752489,2.57017730781,2.33771540852,2.39036863152,2.33662467426,2.3473218591,2.40014788502,2.4150557562,2.4172410326,2.41398333782,2.35208200235,2.4649741902,2.31938969058,2.54139688678,2.41972356217,2.44290813093,2.51431202027,2.4360594653,2.36842349217,2.47784872745,2.59202980842,2.36849827719,2.56994890477,2.38572532153,2.44009164965,2.68429459938,2.43626823988,2.43323040139,2.48993368377,2.51562613352,2.58728385558,2.52333439345,2.58395359425,2.48926397801,2.51280499279,2.57154749919,2.45175984618,2.55531828254,2.40961814623,2.5948194614,2.62667923958,2.4901242227,2.59957353161,2.51922215773,2.49914440036,2.5461773948,2.43523536102,2.64910316918,2.52315151201,2.53722551564,3.19197795839,3.09897117369,3.158292731,3.09434897413,3.12823398617,3.16680169386,3.18546436383,3.19117824956,3.1233059747,3.13502948917,3.20689079457,3.21881102264,3.15380539858,3.17642979345,3.20815507946,3.13563623353,3.18627383699,3.20862537714,3.17156126384,3.19048582764,3.22835890576,3.17918164627,3.22826003333,3.12899407286,3.15220398553,3.1529681408,3.14586896484,3.14211462785,3.20879961857,3.19402679073,3.10511180817,3.08239078891,3.11919097876,3.14028796236,3.10428852676,3.24726753579,3.0413303242,3.1611635006,3.17119466651,3.20917725698,3.16097102488,3.11882677225,3.13574636331,3.09288176677,3.12203241634,3.17795791699,3.16653913638,3.18477663715,3.1364803628,3.15533292354,3.13539070729,3.11049613996,3.13439138385,3.19772619958,3.12632689228,3.19228012067,3.11463811797,3.13725939122,3.22693015712,3.17787240908,3.12388504889,3.21659813578,3.11512481795,3.161593187,3.14440650854,3.18683082163,3.15736932666,3.2808496109,3.24235487358,3.20488708317,3.24633131458,3.26255754872,3.23100540524,3.18970148108,3.19106591696,3.23428409192,3.18843421563,3.20466493031,3.19454125568,3.14785863405,3.22280644549,3.20738968876,3.22734105925,3.26864704667,3.30021079583,3.27623646009,3.22149110433,3.24205445985,3.22719474067,3.22120694531,3.23808709612,3.20089298568,3.19338520824,3.30877382374,3.2808881541,3.27163557658,3.22903070151,3.28063045254,3.26846484135,3.32345931339,3.31806444227,3.27102701669,3.32385085623,3.25063311951,3.34698038554,3.32140098597,3.28003092331,3.27617829466,3.25465293896,3.25217505743,3.24229266586,3.31898154301,3.33696729015,3.24109928477,3.37399222017,3.26028710295,3.32588066489,3.34147332375,3.22908033101,3.32080193942,3.34067737074,3.35271415753,3.30790811452,3.293964877,3.31779335772,3.29314962348,3.32506867352,3.29356563969,3.30391101309,3.32305597803,3.31196464102,3.33432439194,3.3500605787,3.34194655167,3.32380154411,3.41418058331,3.32088671026,3.36021404363,3.33628273667,3.34712870779,3.34674451389,3.31958012582,3.38565681839,3.31006156245,3.29024520352,3.34552548461,3.34033329394,3.3925060746,3.41104570361,3.28845768531,3.38668382216,3.37967288963,3.35104917699,3.3695591222,3.32341524621,3.31541171578,3.34819487243,3.39402564834,3.37741128652,3.36442294235,3.36328783648,3.34692503791,3.38678935131,3.31562947108,3.38102790841,3.44012388916,3.37885076531,3.3334454637,3.3817300959,3.41149334323,3.34978101611,3.38637208259,3.37593890813,3.36977129708,3.38080882772,3.40994215291,3.39534691781,3.37844388118,3.39097284489,3.34383814272,3.39742600431,3.3859540522,3.42080666243,3.37658734741,3.38418121874,3.36722679207,3.3780178389,3.43213946224,3.38806316775,3.42567283564,3.41204148902,3.4103022231,3.4340441667,3.44890148607,3.40364589861,3.41153182675,3.38012053036,3.42907735232,3.46933858501,3.39555207566,3.37534319649,3.48069928506,3.42705597114,3.42283038589,3.42336004754,3.3873453521,3.41792172018,3.43031395557,3.43830081077,3.43218544384,3.42163792647,3.40392300385,3.43711586011,3.41920662941,3.46831693361,3.42196639676,3.44283894607,3.40071019784,3.4247726102,3.40970747296,3.47038794353,3.41966798335,3.40743699325,3.49277916402,3.4149737569,3.47608978576,3.46001756346,3.45101670546,3.4873957984,3.46320632468,3.46801141264,3.46497661548,3.44561103304,3.44292481651,3.46002266315,3.41393519141,3.47487505997,3.52147098339,3.46861100574,3.48717917144,3.47717460352,3.46924411238,3.46332280571,3.4669464964,3.43749049472,3.4481232371,3.44155989791,3.45514190808,3.43987706037,3.50476187418,3.49062540164,3.48666838915,3.46721724507,3.47342716836,3.49528302482,3.44983858999,3.48884916567,3.47198461207,3.48490127761,3.53936324974,3.46492983135,3.49123880358,3.57051084583,3.4903629082,3.50043352558,3.52758436378,3.47309537968,3.50654176771,3.49934844672,3.47514308916,3.51195745331,3.46507706859,3.53348500625,3.53164563177,3.50494145277,3.487179254,3.529974762,3.52470734369,3.59197014465,3.54694038196,3.51649782675,3.53733870515,3.55407240804,3.5576093654,3.53028319294,3.53226015037,3.51608024547,3.510235208,3.5214867403,3.54140495074,3.50609211269,3.52885965926,3.54270175592,3.50902129361,3.54586188432,3.54849792637,3.51475047554,3.52391828871,3.57003577373,3.52310880393,3.54979512122,3.52368118782,3.55070830881,3.55638908796,3.53036878775,3.55109361654,3.56203998374,3.54246977059,3.55671262023,3.5315836598,3.57403869101,3.56096142936,3.56190357072,3.51816298929,3.5868694592,3.52619362613,3.57014606441,3.55912451798,3.56280793374,3.55118398145,3.56338875071,3.54918771311,3.5643204188,3.53984459359,3.54388764498,3.57090022885,3.55157868463,3.55457767153,3.54112281456,3.57526935529,3.53868270178,3.58931213999,3.53128851699,3.59954854036,3.56059791973,3.58111829505,3.59571730951,3.60850635544,3.56933242003,3.56834981737,3.6178241873,3.61449682972,3.58716922266,3.56706940318,3.56498236501,3.62835527891,3.57694704352,3.63932726043,3.55922388325,3.60575171972,3.6061484032,3.61081089143,3.6341956419,3.63550801022,3.61389102984,3.60750021531,3.60973893242,3.64610522916,3.61472031036,3.61653133164,3.5851132075,3.64547677622,3.63380228901,3.64667101994,3.61506523354,3.62040693623,3.64604213999,3.65036419165,3.61855235606,3.62790736422,3.6784868935,3.64143251764,3.65337169356,3.67300241713,3.6704320837,3.66242376107,3.65920576557,3.6625313485,3.61354700099,3.67282749082,3.65447497145,3.68965549343,3.61144159956,3.67479520031,3.67176469256,3.69414547857,3.65581569375,3.62462978054,3.63471358198,3.66739498978,3.6602380688,3.64055469113,3.65373972673,3.65188332354,3.67741615932,3.66702302711,3.68612619449,3.68966519386,3.67209668299,3.7157483278,3.64589214163,3.6502996316,3.63079572459,3.69741897305,3.68962893928,3.70222414061,3.71512427062,3.68650021727,3.65833826681,3.68264582864,3.66443786631,3.6769213867,3.64595483083,3.66883037979,3.68949480612,3.64097752373,3.54471061863,3.52391760713,3.15490755362,2.58578145351
above,2.21037904738,1.88122877435,2.204440005,2.1564867192,2.15259102311,2.01258659224,2.16943815419,1.98010952899,2.19870454554,2.13500839447,2.31086005756,2.08758845538,2.35616371134,2.1242451221,2.30095378387,1.92782865961,2.31668208635,1.8882426304,2.22938026236,2.07306136014,2.28022380495,2.145516941,2.2845483477,2.38048892442,2.4316695795,2.04093710098,2.42363584137,2.28395827056,2.19739494008,2.39462104422,1.86316917376,2.25756306239,2.18691191167,2.42264517414,2.31579389079,1.86606921732,2.28722218666,2.49440862035,1.87297003975,2.11588047883,2.37535390307,2.35396275144,2.12311926727,2.25986510626,2.24416836885,2.02282415628,2.41649896851,2.38336891636,2.05311547178,2.47649090226,2.08254711665,2.2768664013,2.21563212872,2.10627249071,2.15239386352,2.42075682311,2.51123135501,2.32712776162,2.5153387488,2.50601260234,3.16298025243,3.04366109547,2.96429710964,3.12773742465,3.13726847658,3.04933837415,3.06498021686,3.06136822063,3.06847214469,3.09490488959,3.02751893244,3.1707777969,3.08686242919,2.9625078618,3.08757347356,3.23950882511,3.06828167426,3.03388453458,3.01599093087,3.08903959681,3.13031155547,3.15531345807,3.21700302117,3.14475789096,3.11162349987,3.16366327239,3.02891683756,3.02060033366,3.0429285489,3.05281585398,3.00206392632,3.03759431334,3.14452052907,3.07087991182,3.08785306718,3.04365443765,3.19621888939,2.99670134699,3.10927255384,3.17715166044,3.09014094284,3.26881156332,3.12851116377,3.10700517977,3.11207925625,3.10016392265,3.17674771938,3.06789699202,3.03546898777,3.07987120736,3.07880972674,3.09870678243,3.06499613436,3.11156357215,2.95919834536,3.013896419,3.12371173723,3.09450627966,3.04658562557,3.07046957661,3.11963794641,3.09778113772,3.05778907265,3.21905364092,3.09225307096,3.22686215215,3.22518116871,3.12982657774,3.2024141238,3.19144279663,3.2138292747,3.24213632682,3.16502865049,3.14980454009,3.19000631007,3.0569670148,3.07440191677,3.22902478647,3.2015003981,3.06255636487,3.20386337596,3.01887145664,3.20712523998,3.13331493342,3.07949961301,3.17470364674,3.32385967341,3.17244215786,3.24052797043,3.19214987478,3.16701391343,3.19281646707,3.22224526285,3.22299356607,3.15563621348,3.1625981158,3.17942709999,3.22055467263,3.25709025044,3.14620009422,3.20462687419,3.26574720897,3.24524421482,3.25066840826,3.27666139053,3.20419796263,3.27748719842,3.16741969645,3.28441174595,3.3129720122,3.26064528424,3.37811446752,3.30318848268,3.31409898917,3.2134854762,3.30128086709,3.33310708942,3.22371614073,3.33616404242,3.35601154487,3.21802347236,3.22084528507,3.26536113996,3.24068791193,3.23465674534,3.29797293636,3.33513007056,3.26883585527,3.32497843482,3.28972886146,3.31657491827,3.29251254497,3.33522298305,3.32626539876,3.23673896361,3.23126456267,3.25475917304,3.30050692397,3.14923351456,3.33440881447,3.28188288112,3.36122103216,3.3497701415,3.2552460484,3.31219325236,3.35258113703,3.32805909562,3.34068924898,3.34055124208,3.3166867845,3.30256594441,3.35907307791,3.29835520693,3.41034534418,3.33597785876,3.38236681887,3.3630545522,3.32810676542,3.25563858223,3.34400301427,3.37783990016,3.40370097192,3.37463459568,3.21859377441,3.3914512473,3.30858125798,3.29604519321,3.27283073034,3.35213813828,3.28654918742,3.31790053819,3.3588167611,3.34505687141,3.38732218172,3.32421997745,3.33806932666,3.34863066518,3.3943682261,3.3800752097,3.44232462613,3.35694640483,3.41599464699,3.41881296093,3.36010603302,3.36737108272,3.40499915092,3.36581095339,3.35905234385,3.33086368417,3.51001707353,3.40090298438,3.43048186533,3.45691556252,3.4605250124,3.34003027619,3.42917404135,3.36468175114,3.37317683335,3.40397516933,3.44412826208,3.27015378434,3.4247869179,3.30519530956,3.32381207109,3.50416015937,3.4646831443,3.40679886375,3.36310165859,3.32549093142,3.48129428009,3.44569776972,3.38179077597,3.45839677019,3.42396777144,3.50162199137,3.39823657383,3.36942809953,3.47191079934,3.47782629114,3.41722933667,3.44667429098,3.48683111171,3.47072752726,3.49349367561,3.52582044478,3.50045464148,3.49414961002,3.36780407325,3.47885371322,3.49869442603,3.43336910171,3.43118289028,3.47612731428,3.47727998635,3.54232360217,3.45219560194,3.52269767423,3.51094714139,3.48701922895,3.4605953423,3.51973008504,3.48080659167,3.53483471529,3.46724093738,3.54380228645,3.53340067823,3.51218937049,3.51925058703,3.46559865732,3.45452495056,3.55679147658,3.46664488111,3.52942092827,3.51095427439,3.51075061221,3.5343871443,3.48391102776,3.42568055769,3.47668554465,3.51387689151,3.51743506744,3.51119955217,3.52770937442,3.5568908827,3.50189786282,3.48210223639,3.63573706077,3.50283464658,3.56049217947,3.44180545368,3.49204205934,3.54794042812,3.55281247075,3.49101986608,3.60975752076,3.5317301797,3.48851323393,3.54428388766,3.51370043156,3.58020229102,3.56159671341,3.52579713727,3.52970401701,3.46068348681,3.57560097844,3.56069052011,3.6013129241,3.4896516709,3.50054553778,3.55648361825,3.56754805923,3.49177702933,3.47278759712,3.53032844007,3.54284589865,3.55214120306,3.63274762738,3.63507959056,3.50405594013,3.48816251291,3.55178617033,3.61089313374,3.55044791841,3.63216681938,3.61962524928,3.55851929959,3.55018027413,3.59966254681,3.50712597128,3.54682069489,3.56332188101,3.58930728512,3.53058416632,3.49972374576,3.55733798295,3.65339008342,3.6589148096,3.58814157636,3.55904851585,3.58537339685,3.57640056859,3.58833021354,3.5408398609,3.54082284273,3.64548458374,3.57756009665,3.57476232852,3.57906049447,3.55777413338,3.59980662565,3.59134189345,3.62011605101,3.56367939727,3.5389380888,3.52769498103,3.67095712805,3.59082116391,3.66230686195,3.61374997683,3.58216957614,3.63195139697,3.63143620971,3.53777127523,3.63508426097,3.61638913885,3.64334407783,3.63079217948,3.66009503815,3.55682207776,3.64869225884,3.57646621959,3.57129138208,3.54970503362,3.63793156387,3.63962147123,3.63213738418,3.62400202633,3.59569043099,3.62703903541,3.6422860477,3.56921165263,3.59972905778,3.64842582546,3.6586849042,3.5855262928,3.61866534188,3.63246515918,3.61500842272,3.64580043901,3.64965661221,3.67814378849,3.60247915028,3.63486366417,3.70028421645,3.54793258872,3.66276354592,3.58216280039,3.61786938119,3.61013539178,3.58537272364,3.6601567943,3.65636592099,3.62350987302,3.69540817275,3.61092088309,3.62785008422,3.58920137027,3.63700719748,3.5737546068,3.62524960638,3.61217631628,3.60165768406,3.64896202974,3.60636928381,3.65785595235,3.65125962259,3.54845661484,3.63333378964,3.63224069232,3.64835856001,3.67089508128,3.61809136518,3.67603378727,3.7205023613,3.61559828919,3.64589885848,3.6547116372,3.62123461732,3.62534417327,3.6366626461,3.62130916344,3.63709188522,3.62285758319,3.64712595568,3.66382105959,3.5607022568,3.56507607445,3.52638262596,3.06007139083,2.1771610945
according,2.29538680597,,2.15156965167,,1.96611727533,1.95918090933,1.99748070583,,2.28068367842,2.17970080058,1.89421157392,1.98655894173,2.23541315092,2.06005625372,,,1.83879421308,1.85833855234,2.2143409711,,1.9329677479,2.37581086261,2.08808991409,2.19048248758,,1.8454091168,2.28979033127,2.08638024865,2.08162940287,2.28353265867,2.14330704843,1.93567616578,2.20551600328,2.2785328896,2.14477674518,2.09806073797,2.29123723992,1.98976836426,2.34736884861,2.0646823109,2.08866844451,1.94780420164,1.94745251286,,2.1949777273,2.13814964099,2.16040875017,1.95516162118,2.10096683052,2.26875642463,,2.05311738071,2.20560716467,2.29893504617,2.25027972664,2.07506503316,2.41841971006,2.36853618331,2.06394888795,2.23223670359,3.50532237958,3.45147757,3.34499641954,3.36687321646,3.32246237193,3.51343546668,3.39816795215,3.37630769189,3.48815996076,3.53929978244,3.42085372554,3.41824426273,3.48225866723,3.45685014174,3.463612142,3.4892541214,3.48458853204,3.44942352662,3.49887875444,3.47390442997,3.50697180227,3.41285630828,3.47670769478,3.42107256106,3.35812135404,3.48408516042,3.43096241118,3.50305983207,3.55951694084,3.42644213267,3.38526318695,3.43349329577,3.34387305013,3.48692466357,3.41819101789,3.56688415177,3.40358008682,3.46066305454,3.49838491498,3.43710266329,3.5549172556,3.48637776001,3.45744348278,3.41947402139,3.5659784858,3.45322936993,3.43796317517,3.46473116711,3.44997748015,3.44609903413,3.40994380104,3.46569059877,3.46830465704,3.46496830611,3.47198010915,3.48243197412,3.52104808917,3.49931036703,3.4648558138,3.53526489191,3.44626466107,3.51426942342,3.49824760784,3.61793285296,3.53605452699,3.44053578056,3.43672710629,3.5730273451,3.42066582723,3.52939996946,3.41894000397,3.55856452533,3.47584802034,3.52358851913,3.517871404,3.46585458218,3.51663624778,3.53872371925,3.52342229924,3.56253105342,3.51970331738,3.53365562799,3.53458667876,3.54882708118,3.49066449396,3.61437189876,3.55807466157,3.51169305807,3.58190764857,3.60488901268,3.59111507927,3.54538091892,3.524190605,3.55011794294,3.56706677045,3.75149969376,3.54399200898,3.62298638465,3.63494128618,3.59716172481,3.64985945239,3.76584909895,3.61073394644,3.68658387219,3.70566882621,3.73235990139,3.64323519685,3.74918303113,3.71582048236,3.65717792287,3.70699269399,3.75222829934,3.68886795913,3.72948196306,3.69086957709,3.70742214485,3.75665974863,3.66256182846,3.64097696602,3.66176179612,3.68444159646,3.68931882217,3.6604351708,3.73160165329,3.67016315404,3.64792383941,3.75719512493,3.7638050228,3.72662189568,3.78898812624,3.74267513275,3.79100872279,3.69333761432,3.72995851082,3.76254895766,3.8016467028,3.86356621542,3.76676874526,3.73939404561,3.7387290797,3.85701595814,3.74177153279,3.69347483084,3.86091627906,3.78276462388,3.65976786509,3.77494849416,3.74255918217,3.8017512077,3.76883721788,3.74105884537,3.75709332433,3.79634670088,3.84021396693,3.68685050146,3.79434267672,3.80927321593,3.75642354777,3.77441512877,3.8165259007,3.79190054744,3.71936581857,3.72093341882,3.8113654212,3.78344569683,3.83906872536,3.75998991586,3.84352514196,3.75397613756,3.81824836101,3.82612776645,3.79995530846,3.83771860024,3.85686330075,3.77973701882,3.79803486734,3.81114056222,3.8186860135,3.80831919139,3.80973607547,3.75839945178,3.81923150611,3.76912437589,3.805600652,3.7412634516,3.86911360479,3.81638096775,3.79381456939,3.83025933844,3.86882918973,3.78932969129,3.83442238095,3.80477214559,3.80238564868,3.74471682472,3.84428197866,3.80674523643,3.80648417281,3.84929275939,3.82882223243,3.89813622053,3.84624483245,3.77009163959,3.86713474648,3.86194650035,3.76869502894,3.90750613974,3.83366194493,3.80228535417,3.88179981398,3.86983967748,3.94917451787,3.90213922841,3.87595071971,3.87686404173,3.81587003012,3.92519931749,3.88416743841,3.88787385477,3.9167101647,3.82836218616,3.87618303826,3.82872806039,3.91695590677,3.93459472603,3.90865634598,3.89331392837,3.89127738285,3.89903460034,3.97281975072,3.89456701779,3.97349702009,3.91998359966,3.85669578979,3.84298904258,3.92690332523,3.89456540761,3.83340661879,3.88529848189,3.96183419572,3.87147653799,3.88193313837,3.87854373539,3.96614932888,3.94299115489,3.92059494007,3.88049681525,3.90803877275,3.88243300784,3.98696330462,3.90638391025,3.97820834573,3.93664454404,3.91262227424,3.87733167139,3.91203967135,3.9345390657,3.91774511424,3.88008647969,4.00890741103,3.89455827807,4.02995667354,3.89489563206,3.93037875866,3.91571236284,3.90918602326,3.94227712067,3.9627610595,3.93914114628,3.92178804926,3.91681969621,3.93607594605,3.93204118713,3.96082626291,3.92610996191,4.00021345458,3.83825829669,3.94334880895,3.93283344337,3.87632100182,3.96064432394,3.92843921417,3.90813866927,3.98460417529,3.97736742473,3.88762139232,3.95623901487,3.99923822713,3.961697016,3.95580085063,3.93622616512,3.97213131146,3.96610193169,3.96210180183,3.94609368204,3.98137580066,3.96121799014,3.96822601406,3.92258910701,3.9493768949,3.95935552495,3.92471825949,4.00316539919,4.02711210546,3.95748636785,3.98100203798,3.92383633223,3.94783129709,3.97357837142,3.99662023342,3.95061823205,3.95425704536,3.94891969164,4.02140832851,3.99188375503,3.98133204249,3.99310947368,4.03739183573,3.95540777997,3.97305247236,3.95666324346,3.96572315039,4.00441412366,3.96717577627,3.95824824988,4.01093450613,3.96433624171,3.96564766984,3.97690935935,3.94487705888,3.99228789873,4.00242658862,4.01898744869,3.99675791605,3.96777130202,4.03471681085,3.96423865076,3.95093869907,3.96118317402,4.03045283525,3.97393387301,4.04260376495,3.98469583191,4.0199138215,4.02244874314,4.06525545481,4.00954856854,3.98705885231,4.02659926265,4.01522339769,4.03237809061,3.98015356266,3.99627451085,3.97048058931,4.03562636718,4.05761805686,4.02013636796,4.00446463321,4.04373543417,4.05983762717,4.01059545342,4.03385684304,4.0632935986,4.05817546727,4.0105123308,4.0567839627,4.00600398451,4.05524485812,4.01055626262,4.00044246048,4.00083710446,4.02900294827,4.03936560896,4.04518369128,4.02515255376,4.07677559406,4.00198069842,4.0501315902,4.01927986182,4.02268557735,4.0321969341,4.06766197945,4.03082088079,4.02322259432,4.0469075865,4.05122292149,4.07645948774,4.09274488906,4.03573825159,4.02807152896,4.03605399417,4.01248095359,4.04438237297,4.04465409698,4.00410482269,4.08166919913,4.0826776992,4.07063070392,4.09584515857,4.05582831249,4.02296904564,4.08817330478,4.06990781065,4.08165325039,4.06838735003,4.07530598037,4.05054939696,4.05683249084,4.09293485861,4.03646008619,4.04011852123,4.04259384607,4.07783811728,4.06910715791,4.02071085247,3.99596884963,3.93182650041,3.81859241463,3.4539874583,2.54064446244
