word,time origin,end point,1976-1,1976-10,1976-11,1976-12,1976-2,1976-3,1976-4,1976-5,1976-6,1976-7,1976-8,1976-9,1977-1,1977-10,1977-11,1977-12,1977-2,1977-3,1977-4,1977-5,1977-6,1977-7,1977-8,1977-9,1978-1,1978-10,1978-11,1978-12,1978-2,1978-3,1978-4,1978-5,1978-6,1978-7,1978-8,1978-9,1979-1,1979-10,1979-11,1979-12,1979-2,1979-3,1979-4,1979-5,1979-6,1979-7,1979-8,1979-9,1980-1,1980-10,1980-11,1980-12,1980-2,1980-3,1980-4,1980-5,1980-6,1980-7,1980-8,1980-9,1981-1,1981-10,1981-11,1981-12,1981-2,1981-3,1981-4,1981-5,1981-6,1981-7,1981-8,1981-9,1982-1,1982-10,1982-11,1982-12,1982-2,1982-3,1982-4,1982-5,1982-6,1982-7,1982-8,1982-9,1983-1,1983-10,1983-11,1983-12,1983-2,1983-3,1983-4,1983-5,1983-6,1983-7,1983-8,1983-9,1984-1,1984-10,1984-11,1984-12,1984-2,1984-3,1984-4,1984-5,1984-6,1984-7,1984-8,1984-9,1985-1,1985-10,1985-11,1985-12,1985-2,1985-3,1985-4,1985-5,1985-6,1985-7,1985-8,1985-9,1986-1,1986-10,1986-11,1986-12,1986-2,1986-3,1986-4,1986-5,1986-6,1986-7,1986-8,1986-9,1987-1,1987-10,1987-11,1987-12,1987-2,1987-3,1987-4,1987-5,1987-6,1987-7,1987-8,1987-9,1988-1,1988-10,1988-11,1988-12,1988-2,1988-3,1988-4,1988-5,1988-6,1988-7,1988-8,1988-9,1989-1,1989-10,1989-11,1989-12,1989-2,1989-3,1989-4,1989-5,1989-6,1989-7,1989-8,1989-9,1990-1,1990-10,1990-11,1990-12,1990-2,1990-3,1990-4,1990-5,1990-6,1990-7,1990-8,1990-9,1991-1,1991-10,1991-11,1991-12,1991-2,1991-3,1991-4,1991-5,1991-6,1991-7,1991-8,1991-9,1992-1,1992-10,1992-11,1992-12,1992-2,1992-3,1992-4,1992-5,1992-6,1992-7,1992-8,1992-9,1993-1,1993-10,1993-11,1993-12,1993-2,1993-3,1993-4,1993-5,1993-6,1993-7,1993-8,1993-9,1994-1,1994-10,1994-11,1994-12,1994-2,1994-3,1994-4,1994-5,1994-6,1994-7,1994-8,1994-9,1995-1,1995-10,1995-11,1995-12,1995-2,1995-3,1995-4,1995-5,1995-6,1995-7,1995-8,1995-9,1996-1,1996-10,1996-11,1996-12,1996-2,1996-3,1996-4,1996-5,1996-6,1996-7,1996-8,1996-9,1997-1,1997-10,1997-11,1997-12,1997-2,1997-3,1997-4,1997-5,1997-6,1997-7,1997-8,1997-9,1998-1,1998-10,1998-11,1998-12,1998-2,1998-3,1998-4,1998-5,1998-6,1998-7,1998-8,1998-9,1999-1,1999-10,1999-11,1999-12,1999-2,1999-3,1999-4,1999-5,1999-6,1999-7,1999-8,1999-9,2000-1,2000-10,2000-11,2000-12,2000-2,2000-3,2000-4,2000-5,2000-6,2000-7,2000-8,2000-9,2001-1,2001-10,2001-11,2001-12,2001-2,2001-3,2001-4,2001-5,2001-6,2001-7,2001-8,2001-9,2002-1,2002-10,2002-11,2002-12,2002-2,2002-3,2002-4,2002-5,2002-6,2002-7,2002-8,2002-9,2003-1,2003-10,2003-11,2003-12,2003-2,2003-3,2003-4,2003-5,2003-6,2003-7,2003-8,2003-9,2004-1,2004-10,2004-11,2004-12,2004-2,2004-3,2004-4,2004-5,2004-6,2004-7,2004-8,2004-9,2005-1,2005-10,2005-11,2005-12,2005-2,2005-3,2005-4,2005-5,2005-6,2005-7,2005-8,2005-9,2006-1,2006-10,2006-11,2006-12,2006-2,2006-3,2006-4,2006-5,2006-6,2006-7,2006-8,2006-9,2007-1,2007-10,2007-11,2007-12,2007-2,2007-3,2007-4,2007-5,2007-6,2007-7,2007-8,2007-9,2008-1,2008-10,2008-11,2008-12,2008-2,2008-3,2008-4,2008-5,2008-6,2008-7,2008-8,2008-9,2009-1,2009-10,2009-11,2009-12,2009-2,2009-3,2009-4,2009-5,2009-6,2009-7,2009-8,2009-9
ahprbp,1984-9,1999-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69767444552,,,,,,,,1.69438473236,,,,,,,,1.78000007048,,,1.77046548045,,1.7624987772,,,,,,,1.82392638986,1.75354353438,1.74198675482,1.76945106159,1.74105044658,,,,,,,,,,,,1.76427478121,,,1.78937456503,,,,,,,,,,,,,,,1.91649728574,1.88222783813,,,,,,,,,1.8926285491,,,,1.96162139885,1.91144759013,,,,,,,1.92490378062,1.91207627228,1.96226167105,1.9399014787,,,,,,,,,,,,,,,,,1.95935605786,,1.94570470537,,,,,,,,,,,,,,,,,,,,2.03071087496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11123571645,,,,,,,,,,2.0824409499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aminothiazolyl,1980-5,2000-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76037953364,,,,,,,1.78693429469,1.75736762912,,,,,,,,,,,,,,,,,,,,1.79506304844,,,,,,,,,,,,,,,,1.88428516457,,,,,,,,1.8910555442,,,,,,,,,,,,,,,,,,,1.92846065622,,,,,,1.97061961368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anaprilin,1979-4,2003-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6906258275,,,,,,,,,,,,,,,,,,,,,,,1.69725973322,,,,,,,,,,,,,,,,1.74496540254,,,,,,,,,,,1.81811574799,,,,,,,,,,,,,,,,,,,,,,,1.88929766315,,,1.86924019658,,,,,1.86307764338,,1.87959320061,,,,1.88628668698,,1.90750684107,,,,,,,,,,,,,,,,,,,,,,,,,,1.96613211648,1.92279110384,1.94626574185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anipamil,1985-2,1996-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69609520821,,,,,,1.70576774285,,,,,,,1.73055817473,,1.71305706772,1.7604254415,,,,,,,,,,,,,,,,,,,,1.76481700349,,,1.74028037,,,,,,,,1.8919230376,,,,,1.89980872046,,,,,,,,,,,,,,1.87864667598,1.88618514586,,1.93714156771,,,,,,,,,,,1.89797096207,,,,,1.92795469564,,,,,,1.95466411557,,,,2.01917878899,,,,,,,,,,,2.00582171726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02071997433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anisoylated,1982-6,1999-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76266257145,,,,1.72865400536,1.73333779969,,,1.75423631804,,,,,,,,1.77089358122,,,,,,,,,,,,,1.78843800547,,,,,,,,,,1.83184421856,,,,,1.88309977978,,1.89391245234,1.89139668639,1.89990530309,,,,,,,,1.91164569038,1.96046097547,,,,,,,,1.91066558963,1.91933592272,1.9776125967,,,,,1.9717817382,1.93695102424,,,,,1.93177801329,,,,,1.97426848191,1.98027991455,,1.98697586017,,,,1.97278130725,,,,,,2.02107260733,,,,,,,,,,,,,,,2.00497356037,,,,,,,,,2.06294318041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09860967665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
apopain,1995-7,2002-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.03141751231,,,,,,,2.03341956567,,,2.07172809077,,,,,,,2.08364351916,,,,2.04762556065,,,,2.12264421972,,,,,,,2.1291016174,,,2.11871533258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aprf,1992-11,2003-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95392665475,,,,,,,,,,1.9254064439,,,,,,,,,,,,1.97423518331,,,,,1.98731723001,1.99061706577,1.9563519608,,,,1.99138441725,,,,2.09946156005,2.01904936642,,,,,,,,,,,,,,,2.01700133224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09542107491,,,,,,2.20940454262,,,,,,,,,,,2.16741479989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atheronecrosis,1980-12,1998-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.70532184271,,1.62245152634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.721909559,,,,,,,,1.77699178457,,,,,,,,,,,,1.79982108489,,,,,,,,,,,,,,,,,,1.84993072402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11818623473,2.07630933117,,,,,,,,,,,,,,,,2.13141183031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aubmt,1989-11,2003-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89459751812,,,,,,,,,,,,,,,,,,,1.92925618435,,,,,,,,,,,,,,,,,,,1.96672421981,,,,1.93471913503,,1.96427139629,,,,1.98915907247,,1.99243840848,,,,,,,,,,,,,,,2.01304875059,,,,,,,,,,,,,,,,,,,,,,2.02442613269,2.0634834859,,,,,,,,,,,2.04783872955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1925870223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22872915792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
autodecremental,1980-3,1996-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46234471341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.78741696991,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87213100775,,,,,1.89734894104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97693520317,,1.970539537,,,,,,,,,,,,,,1.98253378801,,,,,,,,,,,,,,,,2.06240345548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berh2,1988-11,2001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79141382516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.90743969733,,,,,,,,,,,,,1.93871910025,,,,,,,,,,,,,,,,,,,2.01180357356,,,,,,,,2.025233889,,,,,,2.04712053836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
biostim,1983-10,2004-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68208870037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.70034816607,1.75896483123,,,1.74166776436,,,,,,,,,,,,,,,,,,,,,,,,1.77575176572,,,,,,,,,,,,,,,,,1.85264294468,,,,1.91231521098,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94306465791,,,,,,,,,,,,1.97024421209,,1.97955119697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02792856523,,,,,,,,,,,,,,,,,2.08527843395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22209458261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bltr,1979-6,2002-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48314313373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.10778670385,,,,,2.1195415468,,,,,,,,,2.09410596108,,,,,2.14890954745,,,,,,2.10187534415,2.10468763683,,,,,2.20644854228,,,,,,,2.10919796139,,,,,,,,,,,,,,,,,,,2.20437993316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bmax1,1980-11,2004-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51147076967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7944306136,,,,,,,,,,,1.89248179383,,,,1.88454789974,1.89589274759,1.85032224499,1.9065509797,,,,1.87789555087,,,,,,,,,1.87090598371,,1.90544781845,,,,,,,,1.89497478213,,,,,,1.97384357219,,,,,,,1.9626754651,1.92363243551,,1.96247559326,,,1.97629281586,,,,,1.95927966435,,,,,1.98549741547,2.03458181168,,2.05100467007,,,,,,,,,1.99451593638,,,,,,,,,,,,,,,,2.05990259328,,,,,,,,,2.10806536212,,,,,,,,,,,,,,,,,2.11494656683,,,2.08432925054,2.09127660446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26219856958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bropirimine,1987-11,2004-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73792366877,,,,,,,,,,,,,,,,,,,1.76077434894,,,,,,,,,,,,1.85100626188,,,,,,,1.89252423216,,,,,1.86765183919,,,,,,,,1.90088362258,,,1.90259662732,,,,1.91057076714,,,,,,,,,1.92809323863,,1.97053759274,,,,,,,,,,,,,,,,,,1.994111918,,,,,,,,2.04443894466,,,2.02451875937,,2.02427345584,,2.03545552619,,,,,,,2.10841076995,,,,,2.08567056258,1.98835545133,,,2.03567505597,,,,2.07698764502,,,2.03697951561,,,,,,2.11258093657,,,2.09529295253,2.10735274439,,,,,2.09109121152,,,2.14927165387,2.09965330075,2.15782752745,,,,,2.13010182676,,,,,,,,,,2.16431034993,,,,,,2.1254381527,,,,,,,,,,,,,,,,,,,,,,,,,2.2462950228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calspectin,1982-11,1997-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55258874996,1.58984839112,,,,,,,,,,,1.66948148,,,,,,,,1.63609219992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76048629169,,,,,1.77654324593,,,,,1.7735869304,,1.78984210306,,,,1.75233396483,,,,,,,,,,,,,,,,,1.87272755219,,,,,,1.88976064525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96421270188,,,,,,,,,,,,,,2.02708191118,,,,,,,,,,,,,,,,,2.07528724093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
camostate,1985-8,2000-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.70454151453,,,,,,,,,,,,,,,,,,,,,,,,,,1.74448318559,,,,1.78005787308,1.78390714223,,,1.81201294585,,,,,,,,1.86796478701,,1.89020217541,1.8478586628,,1.83638662124,,,,,,,1.88982460898,,,,,,1.87449042425,,,1.93420829383,,1.94986110396,,,,,,,,1.92684873486,,,,1.96946298434,,,,,,,,,1.92278604825,,1.94557308424,,,,1.98285125517,,,1.95155491644,,,,,,2.05742770055,,,,,,,,,,2.06409622753,,,,,,,2.04072913808,,,,2.03068373759,,,,2.04936655776,,,,2.07956759689,,,,,,,,2.07294501127,2.08004859454,,,,,,,,,,,,,,,,,2.08453569467,,,,,2.16313795103,2.108559872,,,,2.14865597172,,,,,,,2.20942719223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
canps,1981-7,2002-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55373823485,,,,,,,,,,,,,,,,,,,,,,,1.66417189474,,,,,,1.70441152142,,1.69699509007,,,,,,,,,,,,,,1.70574816275,,,,,,,,,1.7124014973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99272221611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23812253803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd67,1990-11,2004-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88487740758,,,,,,,,,,,,,1.93865628721,,,,,,,,,1.91392405487,,1.95004647372,,,,,,,1.92097598263,,1.96581927942,1.93571262979,,1.97758728614,,,1.97326950517,,,,1.94199973699,,,,,,,,,,,,,,,,2.05622375108,,,,2.02885307767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19339635696,,,,,,,2.21915369747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdc45p,1996-10,2004-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0912572233,,,,,,,,,,,,2.09732519075,2.06098369797,,2.07771421024,,,,,,,,,,,,,,2.1118874062,,,,,,,,2.11242342897,,,,,,,,2.11342754643,,,,,,,,,2.09389304254,2.1900378642,,,,,,,,,,,,,2.13662662026,,,,,2.19407183036,,,,,2.1748471049,,,,,,,,,2.22613805225,,,,,,,,,,,,,,,,,,,2.26348764735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cdei,1988-6,2001-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.81841964814,,,,,,,1.9154704089,,,,,1.90472117285,,,,,,,,,,,,1.92375646942,,,,,,,,,,,,,1.87264127273,,,,,,1.97491449621,,,,,,,,,,1.99009462706,,,,,,,,,,1.98692256952,,,2.01387681601,,,,,,,1.97791401177,2.01001243457,2.00610730365,,,,2.10406497265,2.01309433088,,,,,1.98151097578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18186137456,,,,,2.17673548674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cellsoft,1987-7,2001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83806889594,,,,,,1.75943925766,,,,,,,,,,,,,,,1.87995916097,,,,,,,,,,1.89022435823,,,,,,,,,,1.94018174682,,,,,,,,,,,,,,,,,,,,,,,1.95601117487,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02679526617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.16867572186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cilazaprilat,1987-1,2004-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72865604712,,,,,,,,,,,,,1.8088328221,,,,,,,,,,,,,,1.92414515997,,,,,,,1.86078956721,,,,,,,1.90576400679,,,,,,,,1.90487175385,,,,,,1.87515623971,,,,,,,,,,,,1.93747176504,,,,1.96566201593,1.9345226952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01693728001,,,2.01465693226,,,,2.06059055615,,,,,,,,,,,,,2.12599862491,,,,,,,,,,,2.09574548345,,,,,,2.12278192528,,,2.12078579831,,,2.10411962951,,2.09810889257,,,,,,,,,,,,,,,2.13762103601,,,,,,,,,,,2.19317923265,2.16697663754,,,,,,,,,,,,,,,,,,,,,,,,2.2130768444,,,,,,,,,,2.26359602091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
